image_name,image_id,image_status,ori_w,ori_h,train_w,train_h
41.JPG,452a0b58-0dc5-41ff-83d1-8d1ae7bd5d1c,OK,640,480,640,480
CIMG0030.JPG,96b7774e-f5ad-4591-aa71-99ad5c71135e,OK,1620,2160,900,1200
CIMG0031.JPG,3027bc7e-6e21-4b13-a7d7-bb7e08ce6824,OK,1620,2160,900,1200
CIMG0056.JPG,1320ab2e-3405-4853-bd7e-b0ef0f915d4b,OK,2160,1620,1200,900
CIMG0059.JPG,aa67eceb-3db0-4026-bf16-0842c006e6ac,OK,2160,1620,1200,900
CIMG0061.JPG,7810ef2d-a468-41f3-ac95-1b7829be1601,OK,2160,1620,1200,900
CIMG0077.JPG,2d342ea6-e5d8-408f-8c04-5156c0302cf7,OK,2160,1620,1200,900
CUMACA 11.jpg,2c55467b-5de5-4329-91d2-a2fafdedd080,OK,2592,1944,1200,900
DSC06638.JPG,077cd9ce-35aa-475f-a79f-5490f32fa959,OK,2592,1944,1200,900
DSCN3122.JPG,748d7763-d9fb-4cd7-ac21-0915cb832dff,OK,2560,1920,1200,900
DSCN3205.JPG,cb4c70b7-d3e9-4087-9162-d68cccea90c7,OK,2560,1920,1200,900
DSCN3246.JPG,4c14b21b-cd28-4160-b1c5-9a80afb6e2d0,OK,2560,1920,1200,900
DSCN3314.JPG,501acc1c-a881-4142-88bb-e5602e665081,OK,2560,1920,1200,900
DSCN3368.JPG,cc8a7680-20a8-43eb-93cc-b5d235d7801a,OK,2560,1920,1200,900
DSCN3387.JPG,9d32611b-fa90-46f6-b154-bde7f5998e05,OK,2560,1920,1200,900
DSCN3388.JPG,18ca46b7-9035-4691-a688-1d99c419a526,OK,2560,1920,1200,900
DSCN3391.JPG,b0702c44-f1fd-4a2a-baec-ba2aeb1560dc,OK,2560,1920,1200,900
DSCN3392.JPG,ea23308a-6f71-464a-8eab-dbc7efde6066,OK,2560,1920,1200,900
DSCN3394.JPG,b1abe2b9-5e66-4432-8b61-4cfb9cd57b82,OK,2560,1920,1200,900
DSCN3396.JPG,95ce423d-4617-4e9b-bab7-7697450fb6fb,OK,2560,1920,1200,900
DSCN3398.JPG,9adee8e4-fbe4-45f1-afe6-53ebc0ac55c4,OK,2560,1920,1200,900
DSCN3399.JPG,955c57e0-18b4-4768-8400-95024109d3c3,OK,2560,1920,1200,900
DSCN3435.JPG,e249f17a-6771-4975-9d93-622cd781144f,OK,2560,1920,1200,900
DSCN3450.JPG,df1294c4-3779-4a54-8ebe-702d17e7d495,OK,2560,1920,1200,900
DSCN3472.JPG,409b6144-92c3-4698-a594-8bc92a96fabe,OK,2560,1920,1200,900
ESMERALDA 1.jpg,be4e6290-9230-4021-b72f-0e8891fa3872,OK,2592,1944,1200,900
ESMERALDA 2.jpg,fde468c9-753b-4880-9676-a7e754c77794,OK,2592,1944,1200,900
ESMERALDA 29.jpg,42f84445-2b58-470d-9be8-c278485564d0,OK,2592,1944,1200,900
ESMERALDA 3.jpg,b25d1168-260e-4ed3-88a2-a55bd0e32e16,OK,2592,1944,1200,900
ESMERALDA 4.jpg,37796bf2-3915-4ab2-aa9f-0daba42c7356,OK,2592,1944,1200,900
ESMERALDA 40.jpg,a17e011f-70ef-44a2-ae9b-5d7186a2ba9b,OK,2592,1944,1200,900
ESMERALDA 41.jpg,090bfad3-465e-4119-82ae-9f1f567b4cfd,OK,2592,1944,1200,900
ESMERALDA 43.jpg,8444e5a7-e5da-469c-b149-8ab38a0698a9,OK,2592,1944,1200,900
HPIM3978.jpg,d6ac8ac3-ff97-4ce7-b0fb-c123ee900ab8,OK,1728,2304,900,1200
IMG_1093.JPG,fb053edb-679b-45c8-b371-70874e18c429,OK,480,640,480,640
IMG_1096.JPG,4d7faa3c-e819-4326-add0-29a60c7e61b0,OK,480,640,480,640
IMG_1098.JPG,4b682a80-1abd-41de-bb93-b4b67296b77b,OK,480,640,480,640
IMG_1100.JPG,0310e433-3227-4e89-adf1-782345c8d1fc,OK,480,640,480,640
IMG_1102.JPG,36510685-9c36-4b8f-9e27-fe5e249af18c,OK,480,640,480,640
IMG_1104.JPG,0267cddb-ed13-4301-809c-3ac6370ee7b5,OK,480,640,480,640
IMG_1161.JPG,6dcd610b-41e3-4d2b-a9e8-40794dbe1895,OK,480,640,480,640
IMG_1162.JPG,0eed376a-a1b6-419d-a1ad-bac3a2105760,OK,480,640,480,640
IMG_1163.JPG,f8e1881b-239e-4d2b-94ad-05b61647161a,OK,480,640,480,640
IMG_1164.JPG,39db006c-ab26-4486-9174-97d6f4219a88,OK,480,640,480,640
